NDB_No,Nutrient_Code,Nutrient_name,Derivation_Code,Output_value,Output_uom
45005656,269,"Sugars, total",LCCS,3.57,g
45005656,291,"Fiber, total dietary",LCCS,3.6,g
45005656,301,"Calcium, Ca",LCCD,0.0,mg
45005656,303,"Iron, Fe",LCCD,0.0,mg
45005656,306,"Potassium, K",LCCS,188.0,mg
45005656,307,"Sodium, Na",LCCD,0.0,mg
45005656,318,"Vitamin A, IU",LCCD,0.0,IU
45005656,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005656,404,Thiamin,LCCD,1.0,mg
45005656,405,Riboflavin,LCCD,0.455,mg
45005656,406,Niacin,LCCD,7.143,mg
45005656,601,Cholesterol,LCCD,0.0,mg
45005656,605,"Fatty acids, total trans",LCCS,0.0,g
45005656,606,"Fatty acids, total saturated",LCCD,0.0,g
45005656,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005656,646,"Fatty acids, total polyunsaturated",LCCS,0.89,g
45005700,203,Protein,LCCS,0.0,g
45005700,204,Total lipid (fat),LCCD,0.0,g
45005700,205,"Carbohydrate, by difference",LCCS,29.41,g
45005700,208,Energy,LCCS,59.0,kcal
45005700,269,"Sugars, total",LCCS,0.0,g
45005700,291,"Fiber, total dietary",LCCS,17.6,g
45005700,307,"Sodium, Na",LCCD,0.0,mg
45005709,203,Protein,LCCS,0.0,g
45005709,204,Total lipid (fat),LCCD,0.0,g
45005709,205,"Carbohydrate, by difference",LCCS,17.7,g
45005709,208,Energy,LCCS,71.0,kcal
45005709,269,"Sugars, total",LCCS,16.81,g
45005709,291,"Fiber, total dietary",LCCS,1.8,g
45005709,301,"Calcium, Ca",LCCD,0.0,mg
45005709,303,"Iron, Fe",LCCD,0.0,mg
45005709,306,"Potassium, K",LCCS,53.0,mg
45005709,307,"Sodium, Na",LCCS,9.0,mg
45005709,318,"Vitamin A, IU",LCCD,0.0,IU
45005709,401,"Vitamin C, total ascorbic acid",LCCD,10.6,mg
45005709,601,Cholesterol,LCCD,0.0,mg
45005709,605,"Fatty acids, total trans",LCCS,0.0,g
45005709,606,"Fatty acids, total saturated",LCCD,0.0,g
45005709,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005709,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005710,203,Protein,LCCS,0.0,g
45005710,204,Total lipid (fat),LCCD,0.0,g
45005710,205,"Carbohydrate, by difference",LCCS,10.62,g
45005710,208,Energy,LCCS,44.0,kcal
45005710,269,"Sugars, total",LCCS,7.08,g
45005710,291,"Fiber, total dietary",LCCS,1.8,g
45005710,301,"Calcium, Ca",LCCD,0.0,mg
45005710,303,"Iron, Fe",LCCD,0.0,mg
45005710,306,"Potassium, K",LCCS,62.0,mg
45005710,307,"Sodium, Na",LCCS,9.0,mg
45005710,318,"Vitamin A, IU",LCCD,0.0,IU
45005710,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005710,601,Cholesterol,LCCD,0.0,mg
45005710,605,"Fatty acids, total trans",LCCS,0.0,g
45005710,606,"Fatty acids, total saturated",LCCD,0.0,g
45005710,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005710,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005713,203,Protein,LCCS,0.0,g
45005713,204,Total lipid (fat),LCCD,0.0,g
45005713,205,"Carbohydrate, by difference",LCCS,17.7,g
45005713,208,Energy,LCCS,71.0,kcal
45005713,269,"Sugars, total",LCCS,16.81,g
45005713,291,"Fiber, total dietary",LCCS,1.8,g
45005713,301,"Calcium, Ca",LCCD,0.0,mg
45005713,303,"Iron, Fe",LCCD,0.0,mg
45005713,306,"Potassium, K",LCCS,53.0,mg
45005713,307,"Sodium, Na",LCCS,9.0,mg
45005713,318,"Vitamin A, IU",LCCD,0.0,IU
45005713,401,"Vitamin C, total ascorbic acid",LCCD,10.6,mg
45005713,601,Cholesterol,LCCD,0.0,mg
45005713,605,"Fatty acids, total trans",LCCS,0.0,g
45005713,606,"Fatty acids, total saturated",LCCD,0.0,g
45005713,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005713,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005718,203,Protein,LCCS,40.0,g
45005718,204,Total lipid (fat),LCCD,0.0,g
45005718,205,"Carbohydrate, by difference",LCCD,0.0,g
45005718,208,Energy,LCCS,200.0,kcal
45005718,269,"Sugars, total",LCCS,0.0,g
45005718,291,"Fiber, total dietary",LCCD,0.0,g
45005718,301,"Calcium, Ca",LCCD,0.0,mg
45005718,303,"Iron, Fe",LCCD,0.0,mg
45005718,306,"Potassium, K",LCCD,0.0,mg
45005718,307,"Sodium, Na",LCCS,2400.0,mg
45005718,318,"Vitamin A, IU",LCCD,0.0,IU
45005718,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005718,601,Cholesterol,LCCD,0.0,mg
45005718,605,"Fatty acids, total trans",LCCS,0.0,g
45005718,606,"Fatty acids, total saturated",LCCD,0.0,g
45005718,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005718,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005722,203,Protein,LCCS,80.0,g
45005722,204,Total lipid (fat),LCCD,0.0,g
45005722,205,"Carbohydrate, by difference",LCCD,0.0,g
45005722,208,Energy,LCCS,400.0,kcal
45005722,269,"Sugars, total",LCCS,0.0,g
45005722,291,"Fiber, total dietary",LCCD,0.0,g
45005722,301,"Calcium, Ca",LCCD,0.0,mg
45005722,303,"Iron, Fe",LCCD,0.0,mg
45005722,306,"Potassium, K",LCCD,0.0,mg
45005722,307,"Sodium, Na",LCCS,2000.0,mg
45005722,318,"Vitamin A, IU",LCCD,0.0,IU
45005722,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005722,601,Cholesterol,LCCD,0.0,mg
45005722,605,"Fatty acids, total trans",LCCS,0.0,g
45005722,606,"Fatty acids, total saturated",LCCD,0.0,g
45005722,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005722,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005723,203,Protein,LCCS,9.52,g
45005723,204,Total lipid (fat),LCCD,0.0,g
45005723,205,"Carbohydrate, by difference",LCCS,85.71,g
45005723,208,Energy,LCCS,381.0,kcal
45005723,269,"Sugars, total",LCCS,85.71,g
45005723,291,"Fiber, total dietary",LCCD,0.0,g
45005723,301,"Calcium, Ca",LCCD,0.0,mg
45005723,303,"Iron, Fe",LCCD,0.0,mg
45005723,306,"Potassium, K",LCCD,0.0,mg
45005723,307,"Sodium, Na",LCCS,429.0,mg
45005723,324,Vitamin D,LCCD,0.0,IU
45005723,539,"Sugars, added",LCCS,85.7,g
45005723,601,Cholesterol,LCCD,0.0,mg
45005723,605,"Fatty acids, total trans",LCCS,0.0,g
45005723,606,"Fatty acids, total saturated",LCCD,0.0,g
45005725,203,Protein,LCCS,4.76,g
45005725,204,Total lipid (fat),LCCD,0.0,g
45005725,205,"Carbohydrate, by difference",LCCS,85.71,g
45005725,208,Energy,LCCS,381.0,kcal
45005725,269,"Sugars, total",LCCS,85.71,g
45005725,291,"Fiber, total dietary",LCCD,0.0,g
45005725,301,"Calcium, Ca",LCCD,0.0,mg
45005725,303,"Iron, Fe",LCCD,0.0,mg
45005725,306,"Potassium, K",LCCD,0.0,mg
45005725,307,"Sodium, Na",LCCS,381.0,mg
45005725,318,"Vitamin A, IU",LCCD,0.0,IU
45005725,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005725,601,Cholesterol,LCCD,0.0,mg
45005725,605,"Fatty acids, total trans",LCCS,0.0,g
45005725,606,"Fatty acids, total saturated",LCCD,0.0,g
45005725,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005725,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005727,203,Protein,LCCS,0.0,g
45005727,204,Total lipid (fat),LCCD,0.0,g
45005727,205,"Carbohydrate, by difference",LCCS,13.93,g
45005727,208,Energy,LCCS,57.0,kcal
45005727,269,"Sugars, total",LCCS,12.3,g
45005727,291,"Fiber, total dietary",LCCS,0.8,g
45005727,301,"Calcium, Ca",LCCD,0.0,mg
45005727,303,"Iron, Fe",LCCD,0.3,mg
45005727,306,"Potassium, K",LCCS,123.0,mg
45005727,307,"Sodium, Na",LCCS,8.0,mg
45005727,318,"Vitamin A, IU",LCCD,0.0,IU
45005727,401,"Vitamin C, total ascorbic acid",LCCD,9.8,mg
45005727,601,Cholesterol,LCCD,0.0,mg
45005727,605,"Fatty acids, total trans",LCCS,0.0,g
45005727,606,"Fatty acids, total saturated",LCCD,0.0,g
45005727,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005727,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005733,203,Protein,LCCS,0.82,g
45005733,204,Total lipid (fat),LCCS,0.41,g
45005733,205,"Carbohydrate, by difference",LCCS,8.2,g
45005733,208,Energy,LCCS,41.0,kcal
45005733,269,"Sugars, total",LCCS,4.1,g
45005733,291,"Fiber, total dietary",LCCS,2.5,g
45005733,301,"Calcium, Ca",LCCD,16.0,mg
45005733,303,"Iron, Fe",LCCD,0.89,mg
45005733,306,"Potassium, K",LCCS,287.0,mg
45005733,307,"Sodium, Na",LCCS,4.0,mg
45005733,318,"Vitamin A, IU",LCCD,10246.0,IU
45005733,401,"Vitamin C, total ascorbic acid",LCCD,2.0,mg
45005733,601,Cholesterol,LCCD,0.0,mg
45005733,605,"Fatty acids, total trans",LCCS,0.0,g
45005733,606,"Fatty acids, total saturated",LCCD,0.0,g
45005733,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005733,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005735,203,Protein,LCCS,0.0,g
45005735,204,Total lipid (fat),LCCD,0.0,g
45005735,205,"Carbohydrate, by difference",LCCS,8.24,g
45005735,208,Energy,LCCS,35.0,kcal
45005735,269,"Sugars, total",LCCS,7.06,g
45005735,291,"Fiber, total dietary",LCCS,1.2,g
45005735,301,"Calcium, Ca",LCCD,0.0,mg
45005735,303,"Iron, Fe",LCCD,0.0,mg
45005735,306,"Potassium, K",LCCS,47.0,mg
45005735,307,"Sodium, Na",LCCS,12.0,mg
45005735,318,"Vitamin A, IU",LCCD,0.0,IU
45005735,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005735,601,Cholesterol,LCCD,0.0,mg
45005735,605,"Fatty acids, total trans",LCCS,0.0,g
45005735,606,"Fatty acids, total saturated",LCCD,0.0,g
45005735,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005735,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005744,203,Protein,LCCS,12.5,g
45005744,204,Total lipid (fat),LCCS,1.79,g
45005744,205,"Carbohydrate, by difference",LCCS,73.21,g
45005744,208,Energy,LCCS,357.0,kcal
45005744,269,"Sugars, total",LCCS,3.57,g
45005744,291,"Fiber, total dietary",LCCS,3.6,g
45005744,301,"Calcium, Ca",LCCD,0.0,mg
45005744,303,"Iron, Fe",LCCD,3.21,mg
45005744,306,"Potassium, K",LCCS,188.0,mg
45005744,307,"Sodium, Na",LCCD,0.0,mg
45005744,318,"Vitamin A, IU",LCCD,0.0,IU
45005744,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005744,404,Thiamin,LCCD,1.0,mg
45005744,405,Riboflavin,LCCD,0.455,mg
45005744,406,Niacin,LCCD,7.143,mg
45005744,601,Cholesterol,LCCD,0.0,mg
45005744,605,"Fatty acids, total trans",LCCS,0.0,g
45005744,606,"Fatty acids, total saturated",LCCD,0.0,g
45005744,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005744,646,"Fatty acids, total polyunsaturated",LCCS,0.89,g
45005746,203,Protein,LCCS,12.5,g
45005746,204,Total lipid (fat),LCCS,1.79,g
45005746,205,"Carbohydrate, by difference",LCCS,73.21,g
45005746,208,Energy,LCCS,357.0,kcal
45005746,269,"Sugars, total",LCCS,3.57,g
45005746,291,"Fiber, total dietary",LCCS,3.6,g
45005746,301,"Calcium, Ca",LCCD,0.0,mg
45005746,303,"Iron, Fe",LCCD,3.21,mg
45005746,306,"Potassium, K",LCCS,188.0,mg
45005746,307,"Sodium, Na",LCCD,0.0,mg
45005746,318,"Vitamin A, IU",LCCD,0.0,IU
45005746,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005746,404,Thiamin,LCCD,1.0,mg
45005746,405,Riboflavin,LCCD,0.455,mg
45005746,406,Niacin,LCCD,7.143,mg
45005746,601,Cholesterol,LCCD,0.0,mg
45005746,605,"Fatty acids, total trans",LCCS,0.0,g
45005746,606,"Fatty acids, total saturated",LCCD,0.0,g
45005746,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005746,646,"Fatty acids, total polyunsaturated",LCCS,0.89,g
45005749,203,Protein,LCCS,12.5,g
45005749,204,Total lipid (fat),LCCS,1.79,g
45005749,205,"Carbohydrate, by difference",LCCS,73.21,g
45005749,208,Energy,LCCS,357.0,kcal
45005749,269,"Sugars, total",LCCS,3.57,g
45005749,291,"Fiber, total dietary",LCCS,3.6,g
45005749,301,"Calcium, Ca",LCCD,0.0,mg
45005749,303,"Iron, Fe",LCCD,3.21,mg
45005749,306,"Potassium, K",LCCS,188.0,mg
45005749,307,"Sodium, Na",LCCD,0.0,mg
45005749,318,"Vitamin A, IU",LCCD,0.0,IU
45005749,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005749,404,Thiamin,LCCD,1.0,mg
45005749,405,Riboflavin,LCCD,0.455,mg
45005749,406,Niacin,LCCD,7.143,mg
45005749,601,Cholesterol,LCCD,0.0,mg
45005749,605,"Fatty acids, total trans",LCCS,0.0,g
45005749,606,"Fatty acids, total saturated",LCCD,0.0,g
45005749,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005749,646,"Fatty acids, total polyunsaturated",LCCS,0.89,g
45005756,203,Protein,LCCS,12.5,g
45005756,204,Total lipid (fat),LCCS,2.68,g
45005756,205,"Carbohydrate, by difference",LCCS,73.21,g
45005756,208,Energy,LCCS,375.0,kcal
45005756,269,"Sugars, total",LCCS,3.57,g
45005756,291,"Fiber, total dietary",LCCS,8.9,g
45005756,301,"Calcium, Ca",LCCD,36.0,mg
45005756,303,"Iron, Fe",LCCD,3.21,mg
45005756,306,"Potassium, K",LCCS,375.0,mg
45005756,307,"Sodium, Na",LCCD,0.0,mg
45005756,318,"Vitamin A, IU",LCCD,0.0,IU
45005756,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005756,601,Cholesterol,LCCD,0.0,mg
45005756,605,"Fatty acids, total trans",LCCS,0.0,g
45005756,606,"Fatty acids, total saturated",LCCD,0.0,g
45005756,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005756,646,"Fatty acids, total polyunsaturated",LCCS,1.79,g
45005781,203,Protein,LCCS,12.5,g
45005781,204,Total lipid (fat),LCCS,1.79,g
45005781,205,"Carbohydrate, by difference",LCCS,73.21,g
45005781,208,Energy,LCCS,357.0,kcal
45005781,269,"Sugars, total",LCCS,3.57,g
45005781,291,"Fiber, total dietary",LCCS,3.6,g
45005781,301,"Calcium, Ca",LCCD,0.0,mg
45005781,303,"Iron, Fe",LCCD,3.21,mg
45005781,306,"Potassium, K",LCCS,188.0,mg
45005781,307,"Sodium, Na",LCCD,0.0,mg
45005781,318,"Vitamin A, IU",LCCD,0.0,IU
45005781,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005781,404,Thiamin,LCCD,1.0,mg
45005781,405,Riboflavin,LCCD,0.455,mg
45005781,406,Niacin,LCCD,7.143,mg
45005781,601,Cholesterol,LCCD,0.0,mg
45005781,605,"Fatty acids, total trans",LCCS,0.0,g
45005781,606,"Fatty acids, total saturated",LCCD,0.0,g
45005781,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005781,646,"Fatty acids, total polyunsaturated",LCCS,0.89,g
45005803,203,Protein,LCCS,1.27,g
45005803,204,Total lipid (fat),LCCD,0.0,g
45005803,205,"Carbohydrate, by difference",LCCS,9.49,g
45005803,208,Energy,LCCS,44.0,kcal
45005803,269,"Sugars, total",LCCS,0.63,g
45005803,291,"Fiber, total dietary",LCCS,0.6,g
45005803,301,"Calcium, Ca",LCCD,25.0,mg
45005803,303,"Iron, Fe",LCCD,0.23,mg
45005803,306,"Potassium, K",LCCS,158.0,mg
45005803,307,"Sodium, Na",LCCS,152.0,mg
45005803,318,"Vitamin A, IU",LCCD,0.0,IU
45005803,401,"Vitamin C, total ascorbic acid",LCCD,5.7,mg
45005803,406,Niacin,LCCD,0.759,mg
45005803,415,Vitamin B-6,LCCD,0.051,mg
45005803,601,Cholesterol,LCCD,0.0,mg
45005803,605,"Fatty acids, total trans",LCCS,0.0,g
45005803,606,"Fatty acids, total saturated",LCCD,0.0,g
45005803,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005803,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005805,203,Protein,LCSL,0.83,g
45005805,204,Total lipid (fat),LCCD,0.0,g
45005805,205,"Carbohydrate, by difference",LCCS,3.33,g
45005805,208,Energy,LCCS,17.0,kcal
45005805,269,"Sugars, total",LCCS,1.67,g
45005805,291,"Fiber, total dietary",LCCS,1.7,g
45005805,301,"Calcium, Ca",LCCD,17.0,mg
45005805,303,"Iron, Fe",LCCD,0.0,mg
45005805,306,"Potassium, K",LCCS,62.0,mg
45005805,307,"Sodium, Na",LCCS,275.0,mg
45005805,318,"Vitamin A, IU",LCCD,167.0,IU
45005805,401,"Vitamin C, total ascorbic acid",LCCD,3.0,mg
45005805,601,Cholesterol,LCCD,0.0,mg
45005805,605,"Fatty acids, total trans",LCCS,0.0,g
45005805,606,"Fatty acids, total saturated",LCCD,0.0,g
45005805,645,"Fatty acids, total monounsaturated",LCCS,0.0,g
45005805,646,"Fatty acids, total polyunsaturated",LCCS,0.0,g
45005864,203,Protein,LCCS,8.0,g
45005864,204,Total lipid (fat),LCCS,9.0,g
45005864,205,"Carbohydrate, by difference",LCCS,46.0,g
45005864,208,Energy,LCCS,300.0,kcal
45005864,269,"Sugars, total",LCCS,4.0,g
45005864,291,"Fiber, total dietary",LCCS,2.0,g
45005864,301,"Calcium, Ca",LCCS,20.0,mg
45005864,303,"Iron, Fe",LCCS,4.0,mg
45005864,306,"Potassium, K",LCCS,118.0,mg
45005864,307,"Sodium, Na",LCCS,540.0,mg
45005864,324,Vitamin D,LCCD,0.0,IU
45005864,539,"Sugars, added",LCCS,2.0,g
45005864,601,Cholesterol,LCCD,0.0,mg
45005864,605,"Fatty acids, total trans",LCCS,0.0,g
45005864,606,"Fatty acids, total saturated",LCCS,2.0,g
45005876,203,Protein,LCCS,5.38,g
45005876,204,Total lipid (fat),LCCS,1.15,g
45005876,205,"Carbohydrate, by difference",LCCS,17.69,g
45005876,208,Energy,LCCS,100.0,kcal
45005876,269,"Sugars, total",LCCS,4.62,g
45005876,291,"Fiber, total dietary",LCCS,5.4,g
45005876,301,"Calcium, Ca",LCCD,46.0,mg
45005876,303,"Iron, Fe",LCCD,1.38,mg
45005876,307,"Sodium, Na",LCCS,354.0,mg
45005876,318,"Vitamin A, IU",LCCD,154.0,IU
45005876,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005876,601,Cholesterol,LCCD,0.0,mg
45005876,605,"Fatty acids, total trans",LCCS,0.0,g
45005876,606,"Fatty acids, total saturated",LCCS,0.38,g
45005944,203,Protein,LCCS,2.94,g
45005944,204,Total lipid (fat),LCCS,2.06,g
45005944,205,"Carbohydrate, by difference",LCCS,18.24,g
45005944,208,Energy,LCCS,100.0,kcal
45005944,269,"Sugars, total",LCCS,14.12,g
45005944,291,"Fiber, total dietary",LCCD,0.0,g
45005944,301,"Calcium, Ca",LCCD,118.0,mg
45005944,303,"Iron, Fe",LCCD,0.21,mg
45005944,305,"Phosphorus, P",LCCD,88.0,mg
45005944,307,"Sodium, Na",LCCS,65.0,mg
45005944,318,"Vitamin A, IU",LCCD,235.0,IU
45005944,324,Vitamin D,LCCD,47.0,IU
45005944,401,"Vitamin C, total ascorbic acid",LCCD,0.0,mg
45005944,601,Cholesterol,LCCS,3.0,mg
45005944,605,"Fatty acids, total trans",LCCS,0.0,g
45005944,606,"Fatty acids, total saturated",LCCS,0.88,g
45005976,203,Protein,LCCS,0.0,g
45005976,204,Total lipid (fat),LCCD,0.0,g
45005976,205,"Carbohydrate, by difference",LCCS,65.0,g
45005976,208,Energy,LCCS,250.0,kcal
45005976,269,"Sugars, total",LCCS,65.0,g
45005976,307,"Sodium, Na",LCCS,50.0,mg
